"","Q7","Q10","Q11","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q28","Q29","Q30","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q42","Q43","Q44","Q45","Q47","Q49","Q50","Q51","Q52","Q53","Q54","Q56","Q57","Q58","Q59","Q61","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"891",3,1,4,3,4,4,5,5,5,2,3,5,5,5,4,3,1,5,5,5,5,5,4,5,5,4,4,5,5,1,5,4,5,5,5,5,4,3,4,4,5,5,4,4,3,5,4,2,4,5,2,5,4,5,4,4,4,4,3,3
"892",4,2,4,3,4,4,5,5,5,4,3,5,5,5,3,1,2,3,3,2,5,3,2,4,4,4,3,4,3,2,4,4,5,4,5,2,5,4,4,5,4,3,4,5,3,5,3,3,3,4,2,3,5,2,4,4,3,5,3,4
"893",4,1,2,1,1,1,1,1,4,2,1,2,1,2,3,2,2,1,3,3,3,3,4,2,1,3,1,2,3,1,1,1,4,1,3,3,4,3,3,1,3,2,2,2,2,3,1,4,3,3,3,4,3,4,4,4,3,4,1,4
"894",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,2,3,1,2,1,1
"895",5,3,5,5,5,5,5,5,5,2,4,5,5,5,4,4,4,5,5,3,5,5,4,3,5,5,4,5,2,2,4,5,1,5,4,3,5,4,5,4,4,4,3,5,4,5,5,4,3,5,2,5,1,5,5,5,3,5,4,3
"896",2,2,4,3,3,2,3,2,4,1,4,5,2,2,3,3,1,5,1,5,4,4,5,5,3,4,2,3,4,1,2,1,2,1,3,4,3,5,3,1,3,2,1,2,1,5,1,4,2,3,1,3,3,5,3,5,3,4,1,3
"897",5,3,5,1,4,5,4,2,4,2,4,5,1,4,5,1,5,3,1,3,5,5,5,5,2,5,2,4,3,2,5,1,5,4,1,4,5,2,5,2,2,2,5,1,1,3,1,1,1,1,1,1,3,3,5,1,1,1,1,1
"898",2,3,3,3,4,2,1,4,5,3,1,5,1,2,4,4,3,3,3,4,5,4,5,4,1,2,3,4,5,2,2,3,2,2,5,5,3,5,4,4,5,3,2,4,2,4,5,4,4,4,4,4,4,5,5,4,5,3,2,1
"899",5,1,4,2,3,3,1,5,5,3,3,3,1,2,3,1,2,3,2,4,4,3,4,4,5,3,2,3,4,2,2,1,3,1,3,5,3,1,4,2,4,1,3,2,1,4,1,3,3,4,3,3,3,4,3,3,3,2,1,1
"900",4,3,3,3,2,3,2,2,5,1,2,5,1,1,3,1,3,4,3,3,5,4,4,3,3,3,3,4,3,1,2,3,3,1,1,3,4,3,4,1,4,3,1,1,1,4,2,4,2,4,1,2,3,4,3,3,3,4,1,2
"901",4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,5,2,3,1,1,2,1,1,1,1,3,1,1
"902",1,1,2,2,2,2,1,1,4,2,1,3,1,2,2,1,1,1,1,3,2,2,2,3,1,2,2,2,2,1,2,1,2,1,2,2,3,1,3,1,3,1,2,1,1,3,1,3,1,3,1,1,4,3,3,3,1,3,1,2
"903",1,3,1,1,1,3,1,2,3,1,1,2,2,1,2,1,1,1,1,1,1,3,2,1,3,1,1,1,2,1,2,1,3,1,1,1,1,2,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,2
"904",2,4,1,2,3,3,1,1,4,1,4,4,2,2,1,1,2,3,2,4,2,4,3,3,1,3,2,3,1,2,2,1,1,1,2,4,3,4,1,1,3,2,2,2,1,3,3,3,2,5,1,2,3,4,3,2,2,4,2,3
"905",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,3,2,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906",3,1,3,3,3,1,1,4,3,1,2,3,1,2,3,1,2,3,5,4,3,3,2,3,2,3,2,3,4,1,2,1,3,1,5,4,4,1,4,2,4,5,2,3,1,4,1,2,2,1,3,1,2,2,2,2,2,4,1,2
"907",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"908",4,1,2,1,1,2,1,2,3,2,1,4,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,3,2,2,1,2,1,1,1,2,2,1,1,3,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1
"909",3,3,2,3,4,3,2,4,4,3,1,4,1,3,2,2,1,3,4,4,4,3,3,1,3,3,2,4,4,2,2,3,3,1,3,3,4,1,4,3,3,3,3,4,3,4,1,4,2,3,1,4,5,4,3,5,2,4,2,3
"910",3,1,2,2,4,3,2,1,5,3,4,4,1,3,4,4,1,2,3,4,4,2,4,5,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,4,4,2,3,2,1,3,4,3,2,2,1,3,3,3,4,4,3,3,2,4
"911",3,3,3,3,3,3,3,1,4,2,3,3,3,2,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,1,2,4,4,3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,2,3,4,3,3,3,3
"912",5,5,5,5,5,3,3,5,5,1,3,5,4,4,4,2,5,5,1,3,5,5,3,2,5,4,5,5,2,1,4,1,5,3,2,5,5,4,4,3,2,2,4,3,3,3,2,3,2,4,1,2,2,5,4,2,1,4,3,1
"913",1,1,3,2,5,4,2,2,1,1,3,4,2,4,4,3,5,4,1,3,4,4,3,5,1,4,3,5,5,2,4,4,4,1,1,3,2,4,3,3,3,2,1,5,4,5,1,4,3,3,3,3,5,4,5,3,3,4,4,4
"914",1,1,2,1,3,2,1,1,5,1,1,5,1,1,1,2,1,1,3,3,2,3,3,4,1,1,1,2,2,2,1,1,4,1,2,3,1,1,2,2,3,4,4,3,1,4,1,2,1,1,1,1,1,1,3,2,1,1,1,2
"915",5,1,3,1,4,1,2,1,3,1,2,4,1,1,1,2,3,1,4,5,3,4,3,1,1,3,1,5,4,1,2,3,2,2,4,3,4,3,4,1,4,3,2,1,1,4,1,4,2,4,1,1,1,3,3,4,3,3,1,2
"916",5,5,5,5,5,3,4,3,5,3,2,5,5,4,5,5,5,4,4,5,5,4,5,5,5,4,2,4,3,1,4,5,5,5,5,5,5,3,5,5,2,5,5,5,3,5,5,3,5,5,2,5,4,4,4,3,5,3,3,3
"917",1,4,3,4,4,2,5,5,4,4,3,3,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,5,5,3,4,4,1,5,5,5,4,1,1,5,5,3,4,5,4,5,4,4,1,4,1,4,2,3,5,4,1,4,2,1
"918",2,2,2,1,3,3,1,2,3,2,2,3,3,2,2,2,2,4,2,4,2,4,2,2,2,2,1,2,4,2,3,3,3,2,2,2,4,1,3,3,1,2,2,2,2,3,2,3,1,3,1,2,4,4,3,1,2,4,2,1
"919",1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,1,1,2,2,1,1,1,1,1
"920",3,1,2,1,2,2,3,1,1,2,2,4,1,2,2,1,1,3,2,4,3,3,1,4,4,4,2,4,1,1,2,3,1,1,1,4,4,1,1,2,2,3,3,2,1,4,1,3,1,4,2,1,3,3,3,1,2,2,1,1
"921",1,1,3,1,3,1,1,1,4,1,1,4,1,1,1,1,1,3,1,3,1,2,2,4,3,3,1,4,3,1,1,1,1,1,2,3,3,1,2,2,4,2,2,1,1,4,2,4,1,3,1,3,1,1,3,2,1,2,1,1
"922",2,2,2,1,2,2,1,1,1,1,1,1,1,3,2,1,2,1,3,3,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1
"923",3,3,2,2,5,1,1,3,5,1,3,3,2,3,4,2,2,5,1,5,3,4,3,4,4,3,2,3,4,1,2,4,1,3,1,4,4,1,4,1,4,1,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924",1,1,2,2,2,2,1,1,3,1,1,3,1,1,4,2,2,3,1,1,3,2,3,4,1,1,1,4,4,1,1,3,1,2,2,1,3,2,3,2,3,2,3,1,1,4,2,3,2,4,3,4,3,2,3,4,2,3,1,2
"925",4,1,3,4,3,3,4,1,4,3,2,4,1,4,5,1,4,4,2,3,3,5,3,1,2,3,2,4,1,2,3,4,2,4,1,3,3,3,2,2,1,1,5,2,1,4,3,5,5,5,2,4,5,5,5,5,4,5,3,5
"926",5,2,4,3,3,3,4,3,5,3,3,3,3,4,4,4,3,4,2,4,4,5,4,5,4,4,3,4,3,2,5,3,3,5,2,4,4,3,3,4,3,3,4,4,2,4,4,3,3,4,1,3,5,4,4,2,4,3,2,3
"927",2,3,2,4,4,3,1,3,3,2,1,4,1,2,4,3,2,4,1,4,3,4,5,4,1,3,2,4,3,1,2,2,4,3,3,4,5,2,3,4,4,3,2,2,1,4,2,3,1,5,1,4,4,1,2,3,5,4,2,2
"928",5,1,4,2,4,4,1,5,4,1,1,4,1,2,1,5,1,3,3,4,4,4,4,4,2,2,1,2,5,1,2,1,2,2,4,4,3,4,4,3,5,3,2,4,2,5,4,3,3,4,3,3,2,3,3,4,3,3,2,1
"929",5,2,5,3,5,3,3,1,3,5,2,5,5,4,3,2,1,4,5,3,4,4,4,4,2,2,1,3,5,5,4,1,2,2,2,3,4,2,3,3,4,3,2,2,1,4,5,5,3,5,1,2,5,5,5,3,3,5,2,1
"930",5,3,5,4,5,5,5,3,4,4,4,5,4,4,5,3,4,5,1,5,4,4,5,2,5,4,3,5,3,1,4,1,3,4,3,3,3,3,4,3,4,3,5,4,1,5,1,5,1,5,1,1,3,5,5,1,4,4,1,2
"931",5,1,4,1,5,3,2,5,5,3,2,4,2,3,5,3,3,3,4,4,5,3,3,4,5,5,2,4,5,1,3,1,3,2,2,5,4,4,5,3,5,4,3,1,2,5,3,4,4,4,3,4,5,4,4,4,3,5,1,3
"932",2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,3,1,1,1,3,1,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,2,1,1,1,4,1,3,3,2,2,3,3,2,3,3,3,3,1,1
"933",1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,1,2,1,2
"934",2,1,2,1,3,1,4,3,5,4,1,4,1,3,1,3,1,4,4,5,4,4,4,5,4,4,3,3,5,1,2,3,5,4,4,4,5,3,4,5,5,4,3,3,3,5,5,5,4,5,1,4,3,3,5,5,4,4,3,4
"935",1,1,1,1,3,3,1,1,2,2,2,3,1,1,1,2,1,2,3,3,4,1,2,2,1,2,1,1,1,2,1,1,1,1,3,3,1,3,1,1,3,1,1,1,1,1,2,3,1,1,1,3,1,1,2,4,3,3,1,2
"936",4,3,3,3,4,1,4,1,4,1,2,4,2,3,3,1,2,2,1,4,3,4,4,3,3,5,1,3,1,1,4,2,4,1,3,4,4,1,1,3,1,1,4,1,4,4,1,4,4,4,1,3,5,3,4,4,4,4,3,4
"937",3,1,3,1,4,2,5,3,2,2,1,4,1,1,1,2,1,4,2,4,1,1,3,1,3,2,2,1,2,2,2,1,3,1,1,3,4,2,1,2,5,1,2,2,1,2,1,2,1,3,1,1,2,3,5,1,1,1,1,1
"938",1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,3,1,2,1,2,3,3,1,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,3,2,1,2,3,1,2,2,3,2,3,1,3
"939",4,1,5,4,1,4,4,4,5,1,3,5,1,4,5,3,4,5,2,3,5,5,4,5,3,2,2,4,4,1,5,1,5,3,1,1,2,4,4,1,5,4,2,4,1,4,1,5,5,4,5,5,5,3,3,5,5,5,4,3
"940",3,3,3,2,3,3,3,5,5,1,3,4,3,5,4,4,2,4,2,4,5,4,4,5,3,3,3,4,4,1,4,1,3,2,3,5,4,1,2,2,4,3,2,3,1,4,2,5,3,5,3,3,4,5,4,4,5,4,3,2
"941",3,1,2,1,1,1,2,1,4,1,3,2,1,2,3,2,1,2,2,3,3,2,1,2,1,2,1,2,3,1,2,2,1,1,1,3,2,1,2,2,2,3,2,1,1,3,1,3,1,3,1,3,3,2,3,3,1,3,1,1
"942",2,1,3,2,3,1,5,4,2,3,1,4,1,1,1,3,1,3,3,3,4,4,3,5,5,1,1,2,5,1,1,1,1,2,1,4,4,1,3,1,3,3,2,1,2,3,1,4,3,4,1,2,3,2,5,3,2,5,1,2
"943",4,3,4,3,3,3,1,1,4,1,1,3,3,2,3,1,2,3,1,4,2,4,3,3,2,3,2,4,2,2,3,1,4,2,2,4,3,2,2,2,4,1,3,1,4,4,1,5,3,4,1,3,3,4,4,2,2,2,1,3
"944",1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,2,1,1,4,1,2,1,2
"945",2,3,4,4,3,4,2,4,5,3,3,3,1,3,5,3,3,3,3,4,4,4,5,3,2,4,2,4,3,2,3,5,5,2,4,3,3,3,2,2,2,1,3,3,1,3,3,5,4,4,3,4,4,4,4,5,4,4,3,4
"946",3,3,3,1,3,5,3,2,5,3,3,5,1,3,4,3,5,5,4,5,4,5,5,3,3,4,3,3,4,3,4,1,4,2,5,3,3,1,3,3,3,3,5,4,4,5,2,4,1,4,1,3,3,5,5,4,3,4,4,3
"947",1,1,2,1,1,1,1,1,4,1,3,3,1,1,1,2,1,1,1,1,2,1,2,4,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,3,2,4,3,4,4,2,1,5,3,4,1,4
"948",1,1,1,1,2,1,3,3,3,4,1,4,2,1,1,3,1,3,3,5,5,1,5,1,1,1,1,2,4,1,1,1,3,1,3,4,2,3,3,1,2,2,1,2,2,4,2,5,2,4,1,3,4,2,4,3,3,5,1,2
"949",3,2,2,1,2,1,3,1,3,1,1,2,2,4,3,2,1,2,3,3,1,3,2,3,1,3,1,1,3,1,1,1,1,1,1,3,2,2,1,2,4,2,1,3,1,3,1,1,1,2,1,1,3,3,1,1,1,1,1,1
"950",1,1,3,1,4,3,3,3,5,4,1,4,3,2,1,1,1,5,3,4,4,3,3,3,4,2,3,3,5,2,1,1,2,3,3,4,4,4,4,2,4,3,2,1,1,5,4,3,1,5,1,3,2,3,4,3,5,3,3,3
"951",4,1,3,3,3,2,1,1,4,3,3,4,2,2,3,1,2,4,2,3,2,1,2,1,1,2,1,2,3,1,2,1,4,2,2,4,4,1,1,2,3,3,2,2,1,2,2,4,3,3,2,4,4,3,5,4,4,4,2,4
"952",2,1,2,2,3,4,1,2,5,2,1,4,1,1,1,1,1,4,3,2,3,3,4,5,4,2,3,2,4,1,1,1,4,1,3,2,3,1,3,1,4,3,1,1,1,4,2,4,3,4,4,2,4,3,4,2,3,3,2,2
"953",5,1,3,4,4,1,3,1,5,2,2,4,4,3,5,3,4,5,2,2,3,4,4,4,1,4,4,3,4,1,2,1,4,1,1,2,4,2,4,2,5,2,4,3,4,4,3,3,1,4,1,3,4,5,4,2,1,3,1,2
"954",1,4,2,1,4,1,1,1,5,1,3,1,1,1,3,1,1,1,1,4,1,3,1,2,1,1,1,1,3,1,1,1,1,1,1,4,1,1,3,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,3
"955",1,1,2,2,3,4,4,1,5,1,2,3,1,5,2,1,1,4,1,1,1,2,4,5,1,3,1,2,5,1,5,1,2,1,1,1,4,1,3,1,4,1,1,3,1,3,1,2,2,1,1,1,3,2,3,1,1,1,1,2
"956",1,3,3,2,2,3,2,1,5,2,4,3,2,2,5,3,2,4,2,4,3,3,4,3,2,3,4,3,1,2,2,1,2,2,2,4,3,5,3,1,1,2,3,2,1,2,2,4,3,4,2,4,3,4,4,5,3,5,2,4
"957",4,1,1,1,2,1,1,2,2,1,4,3,1,3,1,1,1,3,3,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,3,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1
"958",4,1,4,1,4,4,2,4,4,1,1,3,1,1,3,1,3,3,3,1,1,3,4,5,4,2,2,4,2,1,1,1,3,1,1,2,4,3,3,1,1,1,3,2,1,2,1,3,1,3,2,1,4,4,4,1,2,3,2,3
"959",2,1,1,1,3,1,1,2,5,1,1,4,2,2,1,1,1,5,3,5,2,2,3,5,1,2,1,3,3,1,1,1,4,2,3,4,4,1,5,2,3,3,1,1,1,4,1,3,1,2,1,1,3,4,3,2,3,5,1,4
"960",2,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,3,1,3,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,3,2,2,3,1,2,1,1,1,1,1,2,3,1,3,1,1,2,3,3,1,2,2,2,1
"961",2,1,3,2,3,3,4,2,4,2,3,4,1,3,3,1,2,4,2,4,3,3,3,2,4,3,2,3,3,1,3,1,1,2,3,3,3,2,3,3,4,3,2,2,2,3,2,1,1,2,1,2,3,2,3,2,1,3,1,3
"962",1,2,1,1,1,1,1,1,1,2,3,1,1,1,4,1,4,3,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,1,2,1,1,4,3,1,1,1,4,1,4
"963",4,1,4,5,5,5,5,4,4,3,4,5,5,5,5,4,5,4,5,5,4,5,5,4,5,5,5,5,4,3,5,1,3,4,4,5,4,4,5,4,4,5,5,4,5,5,2,4,1,5,1,1,1,4,4,4,3,5,2,3
"964",3,3,1,2,2,2,2,2,4,4,2,3,1,1,3,1,1,3,1,3,3,5,3,5,2,2,1,3,3,3,1,1,3,3,1,2,2,3,4,2,4,1,1,1,1,2,1,4,4,3,1,2,1,2,3,4,2,3,2,1
"965",3,4,4,3,4,3,3,4,4,4,1,4,1,3,4,2,3,4,4,3,4,3,3,4,3,4,3,3,1,4,3,1,2,4,1,4,4,2,3,4,2,4,4,1,4,1,1,3,4,4,4,3,3,3,4,3,1,1,1,3
"966",5,5,2,2,5,4,3,1,4,4,1,5,1,2,4,4,1,4,2,3,4,4,4,5,4,2,1,3,4,2,3,4,4,4,2,3,4,4,2,1,4,1,4,3,2,1,4,4,3,4,2,1,5,4,2,2,2,4,1,4
"967",3,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,3,1,3,1,2,3,3,3,3,3,2,3,1
"968",1,1,1,2,1,1,1,1,5,1,2,1,4,1,2,2,1,1,1,1,2,1,4,4,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,3,2,1,1,2,3,4,1,1,2,2,2,2,2,1,2,2,2,2,1,1
"969",2,3,4,3,2,3,2,3,5,2,2,3,1,2,4,2,3,4,2,3,5,3,2,3,4,3,4,4,4,2,2,1,3,2,1,3,4,2,3,1,4,3,3,1,3,5,1,3,3,3,3,2,4,2,4,3,2,3,2,2
"970",1,1,4,2,3,5,1,1,4,2,1,5,1,3,5,2,2,4,3,3,4,4,4,4,1,3,1,4,1,1,2,4,1,1,3,4,1,4,1,1,1,1,1,2,1,3,1,3,1,4,1,5,3,4,4,5,2,5,1,5
"971",1,1,1,1,3,1,1,1,3,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1
"972",1,1,1,1,1,1,1,1,3,3,1,4,1,3,1,3,1,3,4,3,3,2,4,4,3,2,1,3,2,3,3,1,3,2,2,3,4,1,3,3,3,1,1,3,1,3,3,4,2,3,1,3,1,2,3,3,2,3,1,2
"973",1,2,3,4,2,3,3,2,5,3,5,5,1,1,4,1,2,5,3,5,2,5,5,4,1,3,3,4,4,3,1,5,4,2,3,4,3,2,2,1,4,3,3,4,1,4,1,4,1,2,1,1,1,3,1,2,1,2,3,1
"974",5,2,5,2,5,5,5,1,5,5,4,5,1,2,5,5,2,5,1,5,5,5,5,3,2,5,5,4,4,5,5,2,5,2,1,5,5,4,3,2,4,1,2,4,1,5,2,4,5,4,3,4,5,2,5,3,4,4,3,5
"975",2,1,5,3,4,3,1,2,5,1,1,4,2,2,3,3,3,4,4,5,3,4,5,4,4,3,4,3,5,1,4,1,3,1,3,4,3,4,4,4,5,3,3,2,4,3,5,3,3,3,2,5,3,3,4,5,3,2,3,4
"976",1,1,1,3,1,1,1,1,2,2,1,3,1,1,3,1,3,1,1,3,1,3,1,3,2,1,2,1,1,1,1,1,1,2,1,2,3,1,2,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977",4,1,3,3,1,2,4,4,5,4,1,3,3,3,2,4,1,4,3,4,5,4,3,5,2,2,3,3,4,1,3,5,4,1,1,5,2,2,4,2,5,1,1,5,1,5,3,2,3,1,1,2,1,1,1,3,2,3,5,3
"978",1,1,1,2,2,1,1,2,1,1,1,4,1,1,2,1,1,3,1,3,1,4,2,1,1,3,1,1,1,1,1,1,4,1,1,3,3,2,1,1,1,1,2,1,1,3,2,2,1,3,1,2,1,4,3,2,3,2,2,1
"979",4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,5,3,4,4,4,3,4,4,3,5,3,3,3,3,1,3,3,4,3,3,3,4,2,2
"980",2,1,2,1,1,2,1,1,4,2,3,3,1,1,3,2,1,1,3,2,3,3,4,3,3,2,2,3,4,1,1,1,2,1,3,4,2,2,4,3,4,3,3,2,1,4,1,3,1,3,1,3,4,3,1,3,1,2,1,1
"981",2,3,4,3,3,3,3,2,4,2,4,3,2,4,4,3,2,4,3,4,4,4,4,4,4,3,3,4,2,1,4,1,3,2,3,4,3,3,3,3,3,2,2,2,1,3,4,2,1,3,3,4,4,4,4,4,2,3,3,2
"982",2,2,2,3,5,3,3,2,5,3,2,5,5,4,3,2,1,4,4,4,5,4,4,5,3,2,1,5,3,2,2,4,2,4,4,5,4,2,4,5,4,2,2,3,1,4,3,4,4,3,2,3,4,4,4,5,3,5,2,3
"983",5,3,5,3,2,2,4,4,4,2,3,5,3,3,4,1,2,4,3,4,3,3,4,4,1,2,3,5,5,1,3,1,5,1,4,2,3,1,5,1,5,3,4,3,3,4,1,3,3,4,1,2,3,5,4,1,4,3,1,1
"984",5,1,1,1,4,1,1,2,5,1,1,4,4,2,5,1,1,2,3,1,3,3,5,2,1,1,1,2,1,2,1,1,1,1,1,1,3,1,2,2,1,1,1,3,1,3,1,3,1,3,1,1,5,1,2,1,1,2,1,1
"985",3,1,1,1,3,4,1,3,4,1,1,3,1,1,1,1,1,1,1,1,1,4,3,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,1,2,1,2,1,3,1,2,1,2,2,2,1,4,3,2,2,3
"986",1,2,2,2,1,1,1,1,3,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,3,1,2,2,1,1,2,3,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,3,2,2,2,1,1
"987",2,4,3,2,1,1,1,3,1,3,1,3,3,3,4,3,1,2,2,5,1,4,5,5,1,4,1,1,2,1,3,1,4,1,4,5,4,1,3,2,2,3,3,3,5,4,1,5,4,2,2,5,5,5,4,5,4,5,1,4
"988",5,1,5,1,4,3,5,5,5,1,4,4,2,2,4,3,1,4,3,3,4,4,5,5,4,4,3,5,3,1,3,1,5,1,2,5,4,3,2,4,5,1,3,4,2,5,1,1,3,2,4,4,4,5,5,2,4,4,5,4
"989",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"990",2,1,5,5,3,1,1,1,1,3,1,5,2,5,5,2,5,5,2,1,5,5,1,2,1,5,2,5,3,1,5,1,2,5,1,3,4,3,1,5,3,4,2,1,1,4,5,2,1,5,1,2,5,5,5,5,1,5,2,2
"991",4,2,4,2,4,3,4,1,3,1,2,4,1,1,3,1,1,4,2,4,3,3,3,5,1,1,2,1,4,1,1,1,4,1,1,3,3,2,4,3,3,3,3,1,1,4,2,4,5,2,5,4,4,3,3,3,5,5,1,3
"992",1,2,5,2,5,3,2,5,5,1,1,5,2,1,1,4,5,2,5,5,5,5,4,5,4,1,4,3,4,2,3,1,5,2,3,5,5,4,5,1,4,4,3,1,3,5,4,5,3,5,1,5,3,3,5,5,2,5,3,2
"993",3,3,1,1,3,4,3,1,3,1,1,1,1,1,3,1,1,2,3,3,2,3,2,3,3,1,1,2,3,1,1,1,3,1,3,4,3,1,3,1,3,2,1,1,1,3,1,2,2,2,1,2,1,3,1,1,3,2,1,1
"994",2,2,1,2,3,1,1,1,3,3,1,3,2,2,1,1,1,2,1,3,3,1,2,2,2,3,1,1,2,2,3,1,2,1,1,3,2,1,1,2,2,3,2,1,1,3,1,3,1,3,1,3,3,2,3,2,2,3,2,2
"995",5,3,4,3,3,5,5,5,5,4,4,5,4,3,4,4,2,5,4,5,5,5,5,4,5,4,4,3,5,3,3,1,3,2,4,5,5,2,5,3,5,4,4,4,4,5,5,3,2,5,3,4,2,4,4,3,2,5,2,4
"996",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",5,3,5,4,4,3,5,3,5,3,5,4,4,4,5,3,4,1,3,5,5,5,4,3,4,4,3,5,5,3,2,1,4,3,4,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4,3,5,5,5,5,4,4,4,4,4
"998",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1
"999",2,2,4,1,4,3,2,1,4,2,3,3,1,2,2,2,1,4,3,3,3,2,3,4,3,3,1,2,4,1,2,1,1,1,2,3,2,2,3,2,3,2,2,2,2,2,1,4,1,4,1,3,2,4,4,3,3,5,1,3
"1000",5,1,4,1,2,1,3,1,4,2,2,3,1,3,1,2,1,4,2,4,3,4,4,4,2,3,1,2,1,1,2,4,3,1,2,4,2,3,3,2,2,3,3,3,1,5,1,2,2,4,1,2,3,3,4,2,2,4,2,3
"1001",1,2,5,1,5,5,1,5,5,1,3,5,4,1,4,1,4,4,2,5,4,4,4,3,5,4,2,4,4,1,2,1,4,1,1,5,5,4,4,1,2,4,4,1,5,5,4,5,1,5,1,1,3,2,2,2,1,5,2,1
